tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0111161	movie	The Shawshank Redemption	The Shawshank Redemption	0.0	1994.0		142	Drama
tt0068646	movie	The Godfather	The Godfather	0.0	1972.0		175	Crime,Drama
tt0468569	movie	The Dark Knight	The Dark Knight	0.0	2008.0		152	Action,Crime,Drama
tt0167260	movie	The Lord of the Rings: The Return of the King	The Lord of the Rings: The Return of the King	0.0	2003.0		201	Adventure,Drama,Fantasy
tt0108052	movie	Schindler's List	Schindler's List	0.0	1993.0		195	Biography,Drama,History
tt0071562	movie	The Godfather Part II	The Godfather Part II	0.0	1974.0		202	Crime,Drama
tt0050083	movie	12 Angry Men	12 Angry Men	0.0	1957.0		96	Crime,Drama
tt0120737	movie	The Lord of the Rings: The Fellowship of the Ring	The Lord of the Rings: The Fellowship of the Ring	0.0	2001.0		178	Adventure,Drama,Fantasy
tt1375666	movie	Inception	Inception	0.0	2010.0		148	Action,Adventure,Sci-Fi
tt0137523	movie	Fight Club	Fight Club	0.0	1999.0		139	Crime,Drama,Thriller
tt0109830	movie	Forrest Gump	Forrest Gump	0.0	1994.0		142	Drama,Romance
tt0110912	movie	Pulp Fiction	Pulp Fiction	0.0	1994.0		154	Crime,Drama
tt0167261	movie	The Lord of the Rings: The Two Towers	The Lord of the Rings: The Two Towers	0.0	2002.0		179	Adventure,Drama,Fantasy
tt0060196	movie	The Good, the Bad and the Ugly	Il buono, il brutto, il cattivo	0.0	1966.0		178	Adventure,Drama,Western
tt0816692	movie	Interstellar	Interstellar	0.0	2014.0		169	Adventure,Drama,Sci-Fi
tt0133093	movie	The Matrix	The Matrix	0.0	1999.0		136	Action,Sci-Fi
tt0080684	movie	Star Wars: Episode V - The Empire Strikes Back	Star Wars: Episode V - The Empire Strikes Back	0.0	1980.0		124	Action,Adventure,Fantasy
tt0099685	movie	Goodfellas	GoodFellas	0.0	1990.0		145	Biography,Crime,Drama
tt0073486	movie	One Flew Over the Cuckoo's Nest	One Flew Over the Cuckoo's Nest	0.0	1975.0		133	Drama
tt23849204	movie	12th Fail	12th Fail	0.0	2023.0		147	Biography,Drama
tt0114369	movie	Se7en	Se7en	0.0	1995.0		127	Crime,Drama,Mystery
tt0102926	movie	The Silence of the Lambs	The Silence of the Lambs	0.0	1991.0		118	Crime,Drama,Horror
tt0120815	movie	Saving Private Ryan	Saving Private Ryan	0.0	1998.0		169	Drama,War
tt0076759	movie	Star Wars: Episode IV - A New Hope	Star Wars	0.0	1977.0		121	Action,Adventure,Fantasy
tt0120689	movie	The Green Mile	The Green Mile	0.0	1999.0		189	Crime,Drama,Fantasy
tt0103064	movie	Terminator 2: Judgment Day	Terminator 2: Judgment Day	0.0	1991.0		137	Action,Adventure,Sci-Fi
tt0245429	movie	Spirited Away	Sen to Chihiro no kamikakushi	0.0	2001.0		124	Adventure,Animation,Family
tt0317248	movie	City of God	Cidade de Deus	0.0	2002.0		130	Crime,Drama
tt0118799	movie	Life Is Beautiful	La vita è bella	0.0	1997.0		116	Comedy,Drama,Romance
tt0038650	movie	It's a Wonderful Life	It's a Wonderful Life	0.0	1946.0		130	Drama,Family,Fantasy
tt0047478	movie	Seven Samurai	Shichinin no samurai	0.0	1954.0		207	Action,Drama
tt15097216	movie	Jai Bhim	Jai Bhim	0.0	2021.0		164	Crime,Drama
tt10189514	movie	Soorarai Pottru	Soorarai Pottru	0.0	2020.0		153	Drama
tt0056058	movie	Harakiri	Seppuku	0.0	1962.0		133	Drama,Mystery
tt9263550	movie	Rocketry: The Nambi Effect	Rocketry: The Nambi Effect	0.0	2022.0		157	Biography,Drama
tt1853728	movie	Django Unchained	Django Unchained	0.0	2012.0		165	Drama,Western
tt0172495	movie	Gladiator	Gladiator	0.0	2000.0		155	Action,Adventure,Drama
tt0482571	movie	The Prestige	The Prestige	0.0	2006.0		130	Drama,Mystery,Sci-Fi
tt0407887	movie	The Departed	The Departed	0.0	2006.0		151	Crime,Drama,Thriller
tt0088763	movie	Back to the Future	Back to the Future	0.0	1985.0		116	Adventure,Comedy,Sci-Fi
tt0110413	movie	Léon: The Professional	Léon	0.0	1994.0		110	Action,Crime,Drama
tt0120586	movie	American History X	American History X	0.0	1998.0		119	Crime,Drama
tt0110357	movie	The Lion King	The Lion King	0.0	1994.0		88	Adventure,Animation,Drama
tt0114814	movie	The Usual Suspects	The Usual Suspects	0.0	1995.0		106	Crime,Drama,Mystery
tt2582802	movie	Whiplash	Whiplash	0.0	2014.0		106	Drama,Music
tt6751668	movie	Parasite	Gisaengchung	0.0	2019.0		132	Drama,Thriller
tt0078748	movie	Alien	Alien	0.0	1979.0		117	Horror,Sci-Fi
tt1675434	movie	The Intouchables	Intouchables	0.0	2011.0		112	Comedy,Drama
tt0253474	movie	The Pianist	The Pianist	0.0	2002.0		150	Biography,Drama,Music
tt0054215	movie	Psycho	Psycho	0.0	1960.0		109	Drama,Horror,Mystery
tt15239678	movie	Dune: Part Two	Dune: Part Two	0.0	2024.0		166	Action,Adventure,Drama
tt0034583	movie	Casablanca	Casablanca	0.0	1942.0		102	Drama,Romance,War
tt10811166	movie	The Kashmir Files	The Kashmir Files	0.0	2022.0		170	Drama
tt0047396	movie	Rear Window	Rear Window	0.0	1954.0		112	Drama,Mystery,Thriller
tt9362722	movie	Spider-Man: Across the Spider-Verse	Spider-Man: Across the Spider-Verse	0.0	2023.0		140	Action,Adventure,Animation
tt0064116	movie	Once Upon a Time in the West	C'era una volta il West	0.0	1968.0		166	Drama,Western
tt0095327	movie	Grave of the Fireflies	Hotaru no haka	0.0	1988.0		88	Animation,Drama,War
tt0095765	movie	Cinema Paradiso	Nuovo Cinema Paradiso	0.0	1988.0		174	Drama,Romance
tt0027977	movie	Modern Times	Modern Times	0.0	1936.0		87	Comedy,Drama,Romance
tt0021749	movie	City Lights	City Lights	0.0	1931.0		87	Comedy,Drama,Romance
tt1424432	movie	Senna	Senna	0.0	2010.0		106	Biography,Documentary,Sport
tt20850406	movie	Sita Ramam	Sita Ramam	0.0	2022.0		163	Action,Drama,Musical
tt1345836	movie	The Dark Knight Rises	The Dark Knight Rises	0.0	2012.0		164	Action,Crime,Drama
tt0361748	movie	Inglourious Basterds	Inglourious Basterds	0.0	2009.0		153	Adventure,Drama,War
tt0209144	movie	Memento	Memento	0.0	2000.0		113	Drama,Mystery,Thriller
tt4154796	movie	Avengers: Endgame	Avengers: Endgame	0.0	2019.0		181	Action,Adventure,Sci-Fi
tt4154756	movie	Avengers: Infinity War	Avengers: Infinity War	0.0	2018.0		149	Action,Adventure,Sci-Fi
tt0910970	movie	WALL·E	WALL·E	0.0	2008.0		98	Adventure,Animation,Family
tt0081505	movie	The Shining	The Shining	0.0	1980.0		146	Drama,Horror
tt0082971	movie	Raiders of the Lost Ark	Raiders of the Lost Ark	0.0	1981.0		115	Action,Adventure
tt0090605	movie	Aliens	Aliens	0.0	1986.0		137	Action,Adventure,Horror
tt0078788	movie	Apocalypse Now	Apocalypse Now	0.0	1979.0		147	Drama,Mystery,War
tt4633694	movie	Spider-Man: Into the Spider-Verse	Spider-Man: Into the Spider-Verse	0.0	2018.0		117	Action,Adventure,Animation
tt2380307	movie	Coco	Coco	0.0	2017.0		105	Adventure,Animation,Drama
tt1187043	movie	3 Idiots	3 Idiots	0.0	2009.0		170	Comedy,Drama
tt0086879	movie	Amadeus	Amadeus	0.0	1984.0		160	Biography,Drama,Music
tt0405094	movie	The Lives of Others	Das Leben der Anderen	0.0	2006.0		137	Drama,Mystery,Thriller
tt5311514	movie	Your Name.	Kimi no na wa.	0.0	2016.0		106	Animation,Drama,Fantasy
tt0082096	movie	Das Boot	Das Boot	0.0	1981.0		149	Drama,War
tt0043014	movie	Sunset Boulevard	Sunset Boulevard	0.0	1950.0		110	Drama,Film-Noir
tt0032553	movie	The Great Dictator	The Great Dictator	0.0	1940.0		125	Comedy,Drama,War
tt0050825	movie	Paths of Glory	Paths of Glory	0.0	1957.0		88	Drama,War
tt0051201	movie	Witness for the Prosecution	Witness for the Prosecution	0.0	1957.0		116	Crime,Drama,Mystery
tt8267604	movie	Capernaum	Capharnaüm	0.0	2018.0		126	Drama
tt26548265	movie	Maharaja	Maharaja	0.0	2024.0		141	Action,Crime,Drama
tt0057565	movie	High and Low	Tengoku to jigoku	0.0	1963.0		143	Crime,Drama,Mystery
tt1313104	movie	The Cove	The Cove	0.0	2009.0		92	Biography,Crime,Documentary
tt7286456	movie	Joker	Joker	0.0	2019.0		122	Crime,Drama,Thriller
tt0169547	movie	American Beauty	American Beauty	0.0	1999.0		122	Drama
tt1049413	movie	Up	Up	0.0	2009.0		96	Adventure,Animation,Comedy
tt0086190	movie	Star Wars: Episode VI - Return of the Jedi	Star Wars: Episode VI - Return of the Jedi	0.0	1983.0		131	Action,Adventure,Fantasy
tt0119217	movie	Good Will Hunting	Good Will Hunting	0.0	1997.0		126	Drama,Romance
tt0338013	movie	Eternal Sunshine of the Spotless Mind	Eternal Sunshine of the Spotless Mind	0.0	2004.0		108	Drama,Romance,Sci-Fi
tt0105236	movie	Reservoir Dogs	Reservoir Dogs	0.0	1992.0		99	Crime,Thriller
tt0112573	movie	Braveheart	Braveheart	0.0	1995.0		178	Biography,Drama,War
tt0114709	movie	Toy Story	Toy Story	0.0	1995.0		81	Adventure,Animation,Comedy
tt0086250	movie	Scarface	Scarface	0.0	1983.0		170	Crime,Drama
tt0180093	movie	Requiem for a Dream	Requiem for a Dream	0.0	2000.0		102	Drama
tt0435761	movie	Toy Story 3	Toy Story 3	0.0	2010.0		103	Adventure,Animation,Comedy
tt15398776	movie	Oppenheimer	Oppenheimer	0.0	2023.0		180	Biography,Drama,History
tt0211915	movie	Amélie	Le fabuleux destin d'Amélie Poulain	0.0	2001.0		122	Comedy,Romance
tt0113277	movie	Heat	Heat	0.0	1995.0		170	Action,Crime,Drama
tt0062622	movie	2001: A Space Odyssey	2001: A Space Odyssey	0.0	1968.0		149	Adventure,Sci-Fi
tt0364569	movie	Oldboy	Oldeuboi	0.0	2003.0		120	Action,Drama,Mystery
tt0057012	movie	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	0.0	1964.0		95	Comedy,War
tt0033467	movie	Citizen Kane	Citizen Kane	0.0	1941.0		119	Drama,Mystery
tt0119698	movie	Princess Mononoke	Mononoke-hime	0.0	1997.0		133	Adventure,Animation,Fantasy
tt0087843	movie	Once Upon a Time in America	Once Upon a Time in America	0.0	1984.0		229	Crime,Drama
tt2106476	movie	The Hunt	Jagten	0.0	2012.0		115	Drama
tt0053125	movie	North by Northwest	North by Northwest	0.0	1959.0		136	Adventure,Drama,Mystery
tt0056592	movie	To Kill a Mockingbird	To Kill a Mockingbird	0.0	1962.0		129	Crime,Drama
tt0056172	movie	Lawrence of Arabia	Lawrence of Arabia	0.0	1962.0		227	Adventure,Biography,Drama
tt0045152	movie	Singin' in the Rain	Singin' in the Rain	0.0	1952.0		103	Comedy,Musical,Romance
tt1832382	movie	A Separation	Jodaeiye Nader az Simin	0.0	2011.0		123	Drama
tt1255953	movie	Incendies	Incendies	0.0	2010.0		131	Drama,Mystery,War
tt5074352	movie	Dangal	Dangal	0.0	2016.0		161	Action,Biography,Drama
tt0986264	movie	Taare Zameen Par	Taare Zameen Par	0.0	2007.0		162	Drama,Family
tt0053604	movie	The Apartment	The Apartment	0.0	1960.0		125	Comedy,Drama,Romance
tt0017136	movie	Metropolis	Metropolis	0.0	1927.0		153	Drama,Sci-Fi
tt0022100	movie	M	M - Eine Stadt sucht einen Mörder	0.0	1931.0		99	Crime,Mystery,Thriller
tt0036775	movie	Double Indemnity	Double Indemnity	0.0	1944.0		107	Crime,Drama,Film-Noir
tt8110330	movie	Dil Bechara	Dil Bechara	0.0	2020.0		101	Comedy,Drama,Romance
tt10295212	movie	Shershaah	Shershaah	0.0	2021.0		135	Action,Biography,Drama
tt8503618	movie	Hamilton	Hamilton	0.0	2020.0		160	Biography,Drama,History
tt0091251	movie	Come and See	Idi i smotri	0.0	1985.0		142	Drama,Thriller,War
tt0044741	movie	Ikiru	Ikiru	0.0	1952.0		143	Drama
tt0055031	movie	Judgment at Nuremberg	Judgment at Nuremberg	0.0	1961.0		179	Drama,War
tt9179430	movie	Vikram	Vikram	0.0	2022.0		175	Action,Crime,Thriller
tt9052870	movie	Chhichhore	Chhichhore	0.0	2019.0		143	Comedy,Drama,Romance
tt7060344	movie	Raatchasan	Ratsasan	0.0	2018.0		146	Crime,Drama,Mystery
tt21626284	movie	Lost Ladies	Laapataa Ladies	0.0	2023.0		122	Comedy,Drama
tt0993846	movie	The Wolf of Wall Street	The Wolf of Wall Street	0.0	2013.0		180	Biography,Comedy,Crime
tt0372784	movie	Batman Begins	Batman Begins	0.0	2005.0		140	Action,Crime,Drama
tt1130884	movie	Shutter Island	Shutter Island	0.0	2010.0		138	Drama,Mystery,Thriller
tt0120382	movie	The Truman Show	The Truman Show	0.0	1998.0		103	Comedy,Drama
tt0266697	movie	Kill Bill: Vol. 1	Kill Bill: Vol. 1	0.0	2003.0		111	Action,Crime,Thriller
tt0266543	movie	Finding Nemo	Finding Nemo	0.0	2003.0		100	Adventure,Animation,Comedy
tt0477348	movie	No Country for Old Men	No Country for Old Men	0.0	2007.0		122	Crime,Drama,Thriller
tt0107290	movie	Jurassic Park	Jurassic Park	0.0	1993.0		127	Action,Adventure,Sci-Fi
tt0167404	movie	The Sixth Sense	The Sixth Sense	0.0	1999.0		107	Drama,Mystery,Thriller
tt0268978	movie	A Beautiful Mind	A Beautiful Mind	0.0	2001.0		135	Biography,Drama,Mystery
tt0095016	movie	Die Hard	Die Hard	0.0	1988.0		132	Action,Thriller
tt0075314	movie	Taxi Driver	Taxi Driver	0.0	1976.0		114	Crime,Drama
tt10872600	movie	Spider-Man: No Way Home	Spider-Man: No Way Home	0.0	2021.0		148	Action,Adventure,Fantasy
tt0208092	movie	Snatch	Snatch	0.0	2000.0		102	Comedy,Crime
tt0066921	movie	A Clockwork Orange	A Clockwork Orange	0.0	1971.0		136	Crime,Sci-Fi
tt1392214	movie	Prisoners	Prisoners	0.0	2013.0		153	Crime,Drama,Mystery
tt0097576	movie	Indiana Jones and the Last Crusade	Indiana Jones and the Last Crusade	0.0	1989.0		127	Action,Adventure
tt0093058	movie	Full Metal Jacket	Full Metal Jacket	0.0	1987.0		116	Drama,War
tt1745960	movie	Top Gun: Maverick	Top Gun: Maverick	0.0	2022.0		130	Action,Drama
tt8579674	movie	1917	1917	0.0	2019.0		119	Action,Drama,War
tt0457430	movie	Pan's Labyrinth	El laberinto del fauno	0.0	2006.0		118	Drama,Fantasy,War
tt0469494	movie	There Will Be Blood	There Will Be Blood	0.0	2007.0		158	Drama
tt0119488	movie	L.A. Confidential	L.A. Confidential	0.0	1997.0		138	Crime,Drama,Mystery
tt6966692	movie	Green Book	Green Book	0.0	2018.0		130	Biography,Comedy,Drama
tt0112641	movie	Casino	Casino	0.0	1995.0		178	Crime,Drama
tt0071853	movie	Monty Python and the Holy Grail	Monty Python and the Holy Grail	0.0	1975.0		91	Adventure,Comedy,Fantasy
tt0084787	movie	The Thing	The Thing	0.0	1982.0		109	Horror,Mystery,Sci-Fi
tt0347149	movie	Howl's Moving Castle	Hauru no ugoku shiro	0.0	2004.0		119	Adventure,Animation,Family
tt0105695	movie	Unforgiven	Unforgiven	0.0	1992.0		130	Drama,Western
tt0052357	movie	Vertigo	Vertigo	0.0	1958.0		128	Mystery,Romance,Thriller
tt0363163	movie	Downfall	Der Untergang	0.0	2004.0		156	Biography,Drama,History
tt0031381	movie	Gone with the Wind	Gone with the Wind	0.0	1939.0		238	Drama,Romance,War
tt0053291	movie	Some Like It Hot	Some Like It Hot	0.0	1959.0		121	Comedy,Music,Romance
tt0070735	movie	The Sting	The Sting	0.0	1973.0		129	Comedy,Crime,Drama
tt0059578	movie	For a Few Dollars More	Per qualche dollaro in più	0.0	1965.0		132	Drama,Western
tt0080678	movie	The Elephant Man	The Elephant Man	0.0	1980.0		124	Biography,Drama
tt0057115	movie	The Great Escape	The Great Escape	0.0	1963.0		172	Adventure,Drama,Thriller
tt1305806	movie	The Secret in Their Eyes	El secreto de sus ojos	0.0	2009.0		129	Drama,Mystery,Romance
tt4729430	movie	Klaus	Klaus	0.0	2019.0		96	Adventure,Animation,Comedy
tt10272386	movie	The Father	The Father	0.0	2020.0		97	Drama,Mystery
tt0046912	movie	Dial M for Murder	Dial M for Murder	0.0	1954.0		105	Crime,Drama,Mystery
tt0042876	movie	Rashomon	Rashômon	0.0	1950.0		88	Crime,Drama,Mystery
tt0040522	movie	Bicycle Thieves	Ladri di biciclette	0.0	1948.0		89	Drama
tt29623480	movie	The Wild Robot	The Wild Robot	0.0	2024.0		102	Adventure,Animation,Family
tt10698680	movie	K.G.F: Chapter 2	K.G.F: Chapter 2	0.0	2022.0		166	Action,Crime,Drama
tt0042192	movie	All About Eve	All About Eve	0.0	1950.0		138	Drama
tt0089881	movie	Ran	Ran	0.0	1985.0		160	Action,Drama,War
tt0012349	movie	The Kid	The Kid	0.0	1921.0		68	Comedy,Drama,Family
tt0055630	movie	Yojimbo	Yôjinbô	0.0	1961.0		110	Action,Drama,Thriller
tt0040897	movie	The Treasure of the Sierra Madre	The Treasure of the Sierra Madre	0.0	1948.0		126	Adventure,Drama,Western
tt4849438	movie	Baahubali 2: The Conclusion	Bãhubali 2: The Conclusion	0.0	2017.0		167	Action,Drama
tt14961016	movie	I'm Still Here	Ainda Estou Aqui	0.0	2024.0		137	Biography,Drama,History
tt5813916	movie	The Mountain II	Dag II	0.0	2016.0		135	Action,Drama,War
tt8108198	movie	Andhadhun	Andhadhun	0.0	2018.0		139	Crime,Mystery,Thriller
tt1954470	movie	Gangs of Wasseypur	Gangs of Wasseypur	0.0	2012.0		321	Action,Comedy,Crime
tt15327088	movie	Kantara	Kantara	0.0	2022.0		148	Action,Adventure,Drama
tt7838252	movie	K.G.F: Chapter 1	K.G.F: Chapter 1	0.0	2018.0		154	Action,Crime,Drama
tt0367110	movie	Swades	Swades: We, the People	0.0	2004.0		189	Drama,Musical
tt4430212	movie	Drishyam	Drishyam	0.0	2015.0		163	Crime,Drama,Mystery
tt0476735	movie	My Father and My Son	Babam ve Oglum	0.0	2005.0		112	Drama,Family
tt1562872	movie	Zindagi Na Milegi Dobara	Zindagi Na Milegi Dobara	0.0	2011.0		155	Comedy,Drama,Musical
tt0118849	movie	Children of Heaven	Bacheha-ye aseman	0.0	1997.0		89	Drama,Family,Sport
tt11032374	movie	Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train	Gekijô-ban Kimetsu no Yaiba Mugen Ressha-hen	0.0	2020.0		117	Action,Adventure,Animation
tt1645089	movie	Inside Job	Inside Job	0.0	2010.0		109	Crime,Documentary
tt8291224	movie	Uri: The Surgical Strike	Uri: The Surgical Strike	0.0	2019.0		138	Action,Drama,History
tt0242519	movie	Hera Pheri	Hera Pheri	0.0	2000.0		156	Action,Comedy,Crime
tt2356180	movie	Bhaag Milkha Bhaag	Bhaag Milkha Bhaag	0.0	2013.0		186	Biography,Drama,Sport
tt2125608	movie	Searching for Sugar Man	Searching for Sugar Man	0.0	2012.0		86	Biography,Documentary,Music
tt8239946	movie	Tumbbad	Tumbbad	0.0	2018.0		108	Drama,Fantasy,Horror
tt27719898	movie	Kaiva	Kaiva	0.0	2023.0		138	Action,Drama,Romance
tt0015324	movie	Sherlock Jr.	Sherlock Jr.	0.0	1924.0		45	Action,Comedy,Romance
tt10431500	movie	Miracle in Cell No. 7	Yedinci Kogustaki Mucize	0.0	2019.0		132	Drama
tt6148156	movie	Vikram Vedha	Vikram Vedha	0.0	2017.0		147	Action,Crime,Drama
tt0325980	movie	Pirates of the Caribbean: The Curse of the Black Pearl	Pirates of the Caribbean: The Curse of the Black Pearl	0.0	2003.0		143	Action,Adventure,Fantasy
tt0434409	movie	V for Vendetta	V for Vendetta	0.0	2005.0		132	Action,Drama,Sci-Fi
tt0264464	movie	Catch Me If You Can	Catch Me If You Can	0.0	2002.0		141	Biography,Crime,Drama
tt1392190	movie	Mad Max: Fury Road	Mad Max: Fury Road	0.0	2015.0		120	Action,Adventure,Sci-Fi
tt2267998	movie	Gone Girl	Gone Girl	0.0	2014.0		149	Drama,Mystery,Thriller
tt0198781	movie	Monsters, Inc.	Monsters, Inc.	0.0	2001.0		92	Adventure,Animation,Comedy
tt1201607	movie	Harry Potter and the Deathly Hallows: Part 2	Harry Potter and the Deathly Hallows: Part 2	0.0	2011.0		130	Adventure,Family,Fantasy
tt0088247	movie	The Terminator	The Terminator	0.0	1984.0		107	Action,Adventure,Sci-Fi
tt2278388	movie	The Grand Budapest Hotel	The Grand Budapest Hotel	0.0	2014.0		99	Comedy,Drama
tt3315342	movie	Logan	Logan	0.0	2017.0		137	Action,Drama,Sci-Fi
tt0118715	movie	The Big Lebowski	The Big Lebowski	0.0	1998.0		117	Comedy,Crime
tt0382932	movie	Ratatouille	Ratatouille	0.0	2007.0		111	Adventure,Animation,Comedy
tt2096673	movie	Inside Out	Inside Out	0.0	2015.0		95	Adventure,Animation,Comedy
tt0083658	movie	Blade Runner	Blade Runner	0.0	1982.0		117	Action,Drama,Sci-Fi
tt0892769	movie	How to Train Your Dragon	How to Train Your Dragon	0.0	2010.0		98	Action,Adventure,Animation
tt1205489	movie	Gran Torino	Gran Torino	0.0	2008.0		116	Drama
tt2024544	movie	12 Years a Slave	12 Years a Slave	0.0	2013.0		134	Biography,Drama,History
tt0116282	movie	Fargo	Fargo	0.0	1996.0		98	Crime,Drama,Thriller
tt0117951	movie	Trainspotting	Trainspotting	0.0	1996.0		93	Crime,Drama
tt0405159	movie	Million Dollar Baby	Million Dollar Baby	0.0	2004.0		132	Drama,Sport
tt0073195	movie	Jaws	Jaws	0.0	1975.0		124	Adventure,Horror,Thriller
tt0075148	movie	Rocky	Rocky	0.0	1976.0		120	Drama,Sport
tt2119532	movie	Hacksaw Ridge	Hacksaw Ridge	0.0	2016.0		139	Biography,Drama,History
tt0120735	movie	Lock, Stock and Two Smoking Barrels	Lock, Stock and Two Smoking Barrels	0.0	1998.0		107	Comedy,Crime
tt0097165	movie	Dead Poets Society	Dead Poets Society	0.0	1989.0		128	Comedy,Drama
tt5027774	movie	Three Billboards Outside Ebbing, Missouri	Three Billboards Outside Ebbing, Missouri	0.0	2017.0		115	Comedy,Crime,Drama
tt1979320	movie	Rush	Rush	0.0	2013.0		123	Biography,Drama,Sport
tt1950186	movie	Ford v Ferrari	Ford v Ferrari	0.0	2019.0		152	Action,Biography,Drama
tt1895587	movie	Spotlight	Spotlight	0.0	2015.0		129	Biography,Crime,Drama
tt1291584	movie	Warrior	Warrior	0.0	2011.0		140	Action,Drama,Sport
tt1454029	movie	The Help	The Help	0.0	2011.0		146	Drama
tt0070047	movie	The Exorcist	The Exorcist	0.0	1973.0		122	Horror
tt3170832	movie	Room	Room	0.0	2015.0		118	Drama,Thriller
tt0092005	movie	Stand by Me	Stand by Me	0.0	1986.0		89	Adventure,Comedy,Drama
tt0091763	movie	Platoon	Platoon	0.0	1986.0		120	Drama,War
tt0032138	movie	The Wizard of Oz	The Wizard of Oz	0.0	1939.0		102	Adventure,Family,Fantasy
tt0096283	movie	My Neighbor Totoro	Tonari no Totoro	0.0	1988.0		86	Animation,Comedy,Family
tt0081398	movie	Raging Bull	Raging Bull	0.0	1980.0		129	Biography,Drama,Sport
tt0395169	movie	Hotel Rwanda	Hotel Rwanda	0.0	2004.0		121	Biography,Drama,History
tt0077416	movie	The Deer Hunter	The Deer Hunter	0.0	1978.0		183	Drama,War
tt0071315	movie	Chinatown	Chinatown	0.0	1974.0		130	Drama,Mystery,Thriller
tt0112471	movie	Before Sunrise	Before Sunrise	0.0	1995.0		101	Comedy,Drama,Romance
tt1028532	movie	Hachi: A Dog's Tale	Hachi: A Dog's Tale	0.0	2009.0		93	Biography,Drama,Family
tt0381681	movie	Before Sunset	Before Sunset	0.0	2004.0		80	Drama,Romance
tt0059742	movie	The Sound of Music	The Sound of Music	0.0	1965.0		172	Biography,Drama,Family
tt0052618	movie	Ben-Hur	Ben-Hur	0.0	1959.0		212	Adventure,Drama
tt0129167	movie	The Iron Giant	The Iron Giant	0.0	1999.0		86	Action,Adventure,Animation
tt0353969	movie	Memories of Murder	Salinui chueok	0.0	2003.0		132	Crime,Drama,Mystery
tt0050212	movie	The Bridge on the River Kwai	The Bridge on the River Kwai	0.0	1957.0		161	Adventure,Drama,War
tt3011894	movie	Wild Tales	Relatos salvajes	0.0	2014.0		122	Comedy,Drama,Thriller
tt0113247	movie	La haine	La haine	0.0	1995.0		98	Crime,Drama
tt2338151	movie	PK	PK	0.0	2014.0		153	Comedy,Drama,Sci-Fi
tt0050976	movie	The Seventh Seal	Det sjunde inseglet	0.0	1957.0		96	Drama,Fantasy
tt0107207	movie	In the Name of the Father	In the Name of the Father	0.0	1993.0		133	Biography,Crime,Drama
tt0978762	movie	Mary and Max	Mary and Max.	0.0	2009.0		92	Animation,Comedy,Drama
tt0072684	movie	Barry Lyndon	Barry Lyndon	0.0	1975.0		185	Adventure,Drama,War
tt0041959	movie	The Third Man	The Third Man	0.0	1949.0		104	Drama,Film-Noir,Mystery
tt4016934	movie	The Handmaiden	Ah-ga-ssi	0.0	2016.0		145	Drama,Romance,Thriller
tt0074958	movie	Network	Network	0.0	1976.0		121	Drama
tt0118694	movie	In the Mood for Love	Fa yeung nin wah	0.0	2000.0		98	Drama,Romance
tt0047296	movie	On the Waterfront	On the Waterfront	0.0	1954.0		108	Crime,Drama,Thriller
tt0032976	movie	Rebecca	Rebecca	0.0	1940.0		130	Drama,Mystery,Romance
tt0087884	movie	Paris, Texas	Paris, Texas	0.0	1984.0		145	Drama
tt0031679	movie	Mr. Smith Goes to Washington	Mr. Smith Goes to Washington	0.0	1939.0		129	Comedy,Drama
tt0015864	movie	The Gold Rush	The Gold Rush	0.0	1925.0		95	Adventure,Comedy,Drama
tt0169102	movie	Lagaan: Once Upon a Time in India	Lagaan: Once Upon a Time in India	0.0	2001.0		224	Drama,Musical,Sport
tt0405508	movie	Rang De Basanti	Rang De Basanti	0.0	2006.0		167	Comedy,Crime,Drama
tt5323662	movie	A Silent Voice: The Movie	Koe no katachi	0.0	2016.0		130	Animation,Drama
tt0050986	movie	Wild Strawberries	Smultronstället	0.0	1957.0		92	Drama,Romance
tt0025316	movie	It Happened One Night	It Happened One Night	0.0	1934.0		105	Comedy,Romance
tt0111495	movie	Three Colors: Red	Trois couleurs : Rouge	0.0	1994.0		99	Drama,Mystery,Romance
tt0032551	movie	The Grapes of Wrath	The Grapes of Wrath	0.0	1940.0		129	Drama
tt3863552	movie	Bajrangi Bhaijaan	Bajrangi Bhaijaan	0.0	2015.0		163	Action,Adventure,Comedy
tt0017925	movie	The General	The General	0.0	1926.0		78	Action,Adventure,Comedy
tt0374887	movie	Munna Bhai M.B.B.S.	Munna Bhai M.B.B.S.	0.0	2003.0		156	Comedy,Drama
tt2082197	movie	Barfi!	Barfi!	0.0	2012.0		151	Comedy,Drama,Romance
tt0871510	movie	Chak De! India	Chak De! India	0.0	2007.0		153	Drama,Family,Sport
tt0056217	movie	The Man Who Shot Liberty Valance	The Man Who Shot Liberty Valance	0.0	1962.0		123	Drama,Western
tt1280558	movie	A Wednesday	A Wednesday	0.0	2008.0		104	Action,Crime,Drama
tt7775622	movie	Free Solo	Free Solo	0.0	2018.0		100	Adventure,Documentary,Sport
tt10554232	movie	Dara of Jasenovac	Dara iz Jasenovca	0.0	2020.0		130	Drama,War
tt0036868	movie	The Best Years of Our Lives	The Best Years of Our Lives	0.0	1946.0		170	Drama,Romance,War
